"","hospital","year","epiweek","total_tested","inf_a_pos","inf_b_pos","sars_cov2_pos","vsr_pos","flu_gen_inc","flu_gen_inc_roll","flua_inc","flua_inc_roll","flub_inc","flub_inc_roll","scv2_inc","scv2_inc_roll","rsv_inc","rsv_inc_roll"
"127","Overall",2025,36,43,2,0,1,4,4.65116279069767,3.27868852459016,4.65116279069767,3.27868852459016,0,0,2.32558139534884,5.73770491803279,9.30232558139535,9.83606557377049
"128","Overall",2025,37,39,2,0,4,6,5.12820512820513,4.20168067226891,5.12820512820513,4.20168067226891,0,0,10.2564102564103,5.88235294117647,15.3846153846154,12.6050420168067
"129","Overall",2025,38,37,1,0,2,5,2.7027027027027,5.35714285714286,2.7027027027027,5.35714285714286,0,0,5.4054054054054,7.14285714285714,13.5135135135135,16.9642857142857
"130","Overall",2025,39,36,3,0,2,8,8.33333333333333,4.83870967741935,8.33333333333333,4.83870967741935,0,0,5.55555555555556,4.03225806451613,22.2222222222222,22.5806451612903
"131","Overall",2025,40,51,2,0,1,15,3.92156862745098,3.93700787401575,3.92156862745098,3.93700787401575,0,0,1.96078431372549,2.36220472440945,29.4117647058824,30.7086614173228
"132","Overall",2025,41,40,0,0,0,16,0,2.96296296296296,0,2.96296296296296,0,0,0,0.740740740740741,40,34.0740740740741
"133","Overall",2025,42,44,2,0,0,15,4.54545454545455,3.17460317460317,4.54545454545455,3.17460317460317,0,0,0,1.58730158730159,34.0909090909091,39.6825396825397
"134","Overall",2025,43,42,2,0,2,19,4.76190476190476,3.6231884057971,4.76190476190476,3.6231884057971,0,0,4.76190476190476,1.44927536231884,45.2380952380952,48.5507246376812
"135","Overall",2025,44,52,1,0,0,33,1.92307692307692,3.67647058823529,1.92307692307692,3.67647058823529,0,0,0,1.47058823529412,63.4615384615385,55.1470588235294
"136","Overall",2025,45,42,2,0,0,23,4.76190476190476,3.7037037037037,4.76190476190476,2.96296296296296,0,0.740740740740741,0,0.740740740740741,54.7619047619048,57.037037037037
"137","Overall",2025,46,41,1,1,1,21,4.8780487804878,8.57142857142857,2.4390243902439,7.85714285714286,2.4390243902439,0.714285714285714,2.4390243902439,1.42857142857143,51.219512195122,56.4285714285714
"138","Overall",2025,47,57,8,0,1,35,14.0350877192982,11.0344827586207,14.0350877192982,10.3448275862069,0,0.689655172413793,1.75438596491228,1.37931034482759,61.4035087719298,54.4827586206897
"139","Overall",2025,48,47,6,0,0,23,12.7659574468085,12.4137931034483,12.7659574468085,12.4137931034483,0,0,0,0.689655172413793,48.936170212766,55.1724137931034
"140","Overall",2025,49,41,4,0,0,22,9.75609756097561,10.8527131782946,9.75609756097561,10.8527131782946,0,0,0,1.55038759689922,53.6585365853659,49.6124031007752
"141","Overall",2025,50,41,4,0,2,19,9.75609756097561,12.9770992366412,9.75609756097561,12.9770992366412,0,0,4.8780487804878,1.52671755725191,46.3414634146341,43.5114503816794
"142","Overall",2025,51,49,9,0,0,16,18.3673469387755,15.5172413793103,18.3673469387755,15.5172413793103,0,0,0,1.72413793103448,32.6530612244898,39.6551724137931
"143","Overall",2025,52,26,5,0,0,11,19.2307692307692,21.0526315789474,19.2307692307692,21.0526315789474,0,0,0,0,42.3076923076923,36.8421052631579
"144","Overall",2025,53,20,6,0,0,8,30,28.7234042553191,30,28.7234042553191,0,0,0,0,40,27.6595744680851
"145","Overall",2026,1,48,16,0,0,7,33.3333333333333,27.8350515463918,33.3333333333333,27.8350515463918,0,0,0,0,14.5833333333333,22.680412371134
"146","Overall",2026,2,29,5,0,0,7,17.2413793103448,23.1481481481481,17.2413793103448,23.1481481481481,0,0,0,0,24.1379310344828,17.5925925925926
"147","Overall",2026,3,31,4,0,0,5,12.9032258064516,17.6470588235294,12.9032258064516,17.6470588235294,0,0,0,0,16.1290322580645,16.4705882352941
"148","Overall",2026,4,25,6,0,0,2,24,22.7272727272727,24,22.7272727272727,0,0,0,0,8,10.2272727272727
"149","Overall",2026,5,32,10,0,0,2,31.25,30,31.25,30,0,0,0,0,6.25,5
"150","Overall",2026,6,43,14,0,0,1,32.5581395348837,39.8373983739837,32.5581395348837,39.0243902439024,0,0.813008130081301,0,0,2.32558139534884,3.2520325203252
"151","Overall",2026,7,48,24,1,0,1,52.0833333333333,36.1538461538462,50,35.3846153846154,2.08333333333333,0.769230769230769,0,0,2.08333333333333,2.30769230769231
"152","Overall",2026,8,39,8,0,0,1,20.5128205128205,34.1085271317829,20.5128205128205,33.3333333333333,0,0.775193798449612,0,0,2.56410256410256,3.87596899224806
"153","Overall",2026,9,42,11,0,0,3,26.1904761904762,31.9327731092437,26.1904761904762,31.9327731092437,0,0,0,0,7.14285714285714,4.20168067226891
"154","Overall",2026,10,38,19,0,0,1,50,38.1679389312977,50,38.1679389312977,0,0,0,0,2.63157894736842,3.81679389312977
"155","Overall",2026,11,51,20,0,0,1,39.2156862745098,39.8550724637681,39.2156862745098,39.8550724637681,0,0,0,0,1.96078431372549,1.44927536231884
"156","Overall",2026,12,49,16,0,0,0,32.6530612244898,35.6521739130435,32.6530612244898,35.6521739130435,0,0,0,0,0,0.869565217391304
"157","Overall",2026,13,15,5,0,0,0,33.3333333333333,24.7524752475248,33.3333333333333,24.7524752475248,0,0,0,0,0,5.94059405940594
"158","Overall",2026,14,37,4,0,0,6,10.8108108108108,15.7303370786517,10.8108108108108,15.7303370786517,0,0,0,0,16.2162162162162,8.98876404494382
"159","Overall",2026,15,37,5,0,0,2,13.5135135135135,14.8760330578512,13.5135135135135,14.8760330578512,0,0,0,0,5.4054054054054,7.43801652892562
"160","Overall",2026,16,47,9,0,0,1,19.1489361702128,13.3928571428571,19.1489361702128,13.3928571428571,0,0,0,0,2.12765957446809,2.67857142857143
"161","Overall",2026,17,28,1,0,0,0,3.57142857142857,10.1694915254237,3.57142857142857,10.1694915254237,0,0,0,0,0,1.69491525423729
"162","Overall",2026,18,43,2,0,0,1,4.65116279069767,4.8780487804878,4.65116279069767,4.8780487804878,0,0,0,0,2.32558139534884,4.8780487804878
"163","Overall",2026,53,11,1,0,0,3,9.09090909090909,NA,9.09090909090909,NA,0,NA,0,NA,27.2727272727273,NA
